"track_name","track_artist","album_artist","remix_artist_name","genre","isrc_code","music_credits","lyric_credits","other_credits","producer","engineer","release_id","track_id","release_date","album_title","publisher"
"Prayer / Úrnái","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00353","Iarla O'Lionaird/ Ron Aslan",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1247",,"I Could Read The Sky","Real World Works Ltd"
"Prayer / Úrnái","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00353","Iarla O'Lionaird/ Ron Aslan",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1247",,"I Could Read The Sky","WOMAD Music Ltd"
"Grace / Grásta Dé","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00354","Iarla O'Lionaird/Caroline Dale",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1248",,"I Could Read The Sky","WOMAD Music Ltd"
"Roísín Dubh","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00355","Trad arr by Sinead O'Connor, Iarla O'Lionaird, Ron Aslan",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1249",,"I Could Read The Sky","Real World Works Ltd"
"Roísín Dubh","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00355","Trad arr by Sinead O'Connor, Iarla O'Lionaird, Ron Aslan",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1249",,"I Could Read The Sky","WOMAD Music Ltd"
"The Mountains Of Pomeroy","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00356","Traditional arranged by Noel Hill",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1250",,"I Could Read The Sky","Real World Works Ltd"
"Singing Bird (Live)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"Soundtrack","GB-CPA-99-00357","Traditional arranged by Iarla O'Lionaird/ Sin?ad O?Connor",,,"Iarla Ó Lionaird","Marco Migliari and Sam Miller","117","1251",,"I Could Read The Sky","WOMAD Music Ltd"
"Khawaja Tum Hi Ho (Master It Is Only You)","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-00-00389","Ustad Nusrat Fateh Ali Khan ","Ustad Nusrat Fateh Ali Khan/Sabar Dutt",,"Nusrat Fateh Ali Khan",,"119","1261",,"Dust To Gold","WOMAD Music Ltd"
"Data Teira Durbar (Master In Your Court)","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-00-00390","Ustad Nusrat Fateh Ali Khan ","Ustad Nusrat Fateh Ali Khan/Purnam Allahbadi",,"Nusrat Fateh Ali Khan",,"119","1262",,"Dust To Gold","WOMAD Music Ltd"
"Koi Hai Na Ho Ga (There Was No One, There Will Not","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-00-00391","Ustad Nusrat Fateh Ali Khan","Ustad Nusrat Fateh Ali Khan/Purnam Allahbadi",,"Nusrat Fateh Ali Khan",,"119","1263",,"Dust To Gold","WOMAD Music Ltd"
"Noor-E Khuda Hai Husn-E-Sarapa Rasool (The Light O","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-00-00392","Ustad Nusrat Fateh Ali Khan/Qaiser",,,"Nusrat Fateh Ali Khan",,"119","1264",,"Dust To Gold","WOMAD Music Ltd"
"In The Sun","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00362","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1265",,"Come To Where I'm From","Real World Music Ltd"
"Ashes Everywhere","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00363","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1266",,"Come To Where I'm From","Real World Music Ltd"
"Chemical","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00358","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1267",,"Come To Where I'm From","Real World Music Ltd"
"History","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00360","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1268",,"Come To Where I'm From","Real World Music Ltd"
"Invisible Hands","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00361","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1269",,"Come To Where I'm From","Real World Music Ltd"
"Cockroach","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00364","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1270",,"Come To Where I'm From","Real World Music Ltd"
"Exhausted","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00365","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1271",,"Come To Where I'm From","Real World Music Ltd"
"Eyes On My Back","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00359","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1272",,"Come To Where I'm From","Real World Music Ltd"
"Tattoo","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00366","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1273",,"Come To Where I'm From","Real World Music Ltd"
"The Real You","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00370","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1274",,"Come To Where I'm From","Real World Music Ltd"
"Creation Or A Stain","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00371","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1275",,"Come To Where I'm From","Real World Music Ltd"
"Speed Of Light","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-99-00369","Joseph Arthur","Joseph Arthur",,"T Bone Burnett, Joseph Arthur, Rick Will","Rick Will","120","1276",,"Come To Where I'm From","Real World Music Ltd"
"Baro","Assitan Mama Keita","Various Artists",,"World Music","GB-CPA-00-00467","Written by Assitan Mama Keita, arr by Laurent Brifo,Tom Diakite, Assitan Mama Keita and Sam Mills",,,"Sam Mills",,"121","206",,"Gifted","Real World Works Ltd"
"Mamavatu","Susheela Raman","Various Artists",,"World Music","GB-CPA-00-00465","Traditional Sanskrit theme originally arranged by Vasudevachar, rearranged by Susheela Raman and Sam Mills",,,"Sam Mills","Arabella Rodriguez","121","1279",,"Gifted","Real World Works Ltd"
"Sri Jagadamba","Shruti Sadolikar","Various Artists",,"World Music","GB-CPA-00-00472","Shruti Sadolikar and Sam Mills",,,"Sam Mills","Stuart Bruce","121","1288",,"Gifted","Real World Works Ltd"
"O' Mare","Spaccanapoli","Spaccanapoli",,"World Music","GB-CPA-00-00408","Antonio Fraioli","Giovanni Vacca",,"Peter Walsh and Carloquinto Talamona","Alessandro Benedetti","122","1290",,"Lost Souls","Real World Works Ltd"
"Palummiello","Spaccanapoli","Spaccanapoli",,"World Music","GB-CPA-00-00410","Mariarosaria Nocera","Mariarosaria Nocera",,"Peter Walsh and Carloquinto Talamona","Alessandro Benedetti","122","1292",,"Lost Souls","Real World Works Ltd"
"Aneme Perze","Spaccanapoli","Spaccanapoli",,"World Music","GB-CPA-00-00413","Antonio Fraioli","traditional arranged by Giovanni Vacca",,"Peter Walsh and Carloquinto Talamona","Alessandro Benedetti","122","1295",,"Lost Souls","Real World Works Ltd"
"Siente Munacie'","Spaccanapoli","Spaccanapoli",,"World Music","GB-CPA-00-00415","Antonio Fraioli","Giovanni Vacca",,"Peter Walsh and Carloquinto Talamona","Alessandro Benedetti","122","1297",,"Lost Souls","Real World Works Ltd"
"Vesuvio Reprise","Spaccanapoli","Spaccanapoli",,"World Music","GB-CPA-00-00418","E Zezi","E Zezi",,"Peter Walsh and Carloquinto Talamona","Alessandro Benedetti","122","1300",,"Lost Souls","Real World Works Ltd"
"Santa Notte","Spaccanapoli","Spaccanapoli",,"World Music","GB-CPA-00-00420","Antonio Fraioli","Traditional",,"Peter Walsh and Carloquinto Talamona","Alessandro Benedetti","122","1302",,"Lost Souls","Real World Works Ltd"
"Raga Darbari Kanhra - Alap","Gopal Shankar Misra","Gopal Shankar Misra",,"World Music","GB-CPA-00-00445","Traditional arranged by Gopal Shankar Misra",,,"John Leckie","John Leckie","124","1319",,"Out Of Stillness","WOMAD Music Ltd"
"Raga Darbari Kanhra - Jod","Gopal Shankar Misra","Gopal Shankar Misra",,"World Music","GB-CPA-00-00446","Traditional arranged by Gopal Shankar Misra",,,"John Leckie","John Leckie","124","1320",,"Out Of Stillness","WOMAD Music Ltd"
"Raga Darbari Kanhra - Vilambit Gat","Gopal Shankar Misra","Gopal Shankar Misra",,"World Music","GB-CPA-00-00447","Traditional arranged by Gopal Shankar Misra",,,"John Leckie","John Leckie","124","1321",,"Out Of Stillness","WOMAD Music Ltd"
"Raga Darbari Kanhra - Drutgat","Gopal Shankar Misra","Gopal Shankar Misra",,"World Music","GB-CPA-00-00448","Traditional arranged by Gopal Shankar Misra",,,"John Leckie","John Leckie","124","1322",,"Out Of Stillness","WOMAD Music Ltd"
"Raga Mishra Pilu","Gopal Shankar Misra","Gopal Shankar Misra",,"World Music","GB-CPA-00-00449","Traditional arranged by Gopal Shankar Misra",,,"John Leckie","John Leckie","124","1323",,"Out Of Stillness","WOMAD Music Ltd"
"The Jewelled Heart","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00480","Neil Sparkes, Count Dubulah, Jah Wobble, Rizwan Ali Khan and Muazzam Ali Khan","Rashid Ahmed Din and Mohammed Aurangzaib Ali Khan",,"Temple Of Sound","Cai Murphy","127","1344",,"Peoples Colony No 1","Real World Works Ltd"
"The Jewelled Heart","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00480","Neil Sparkes, Count Dubulah, Jah Wobble, Rizwan Ali Khan and Muazzam Ali Khan","Rashid Ahmed Din and Mohammed Aurangzaib Ali Khan",,"Temple Of Sound","Cai Murphy","127","1344",,"Peoples Colony No 1","WOMAD Music Ltd"
"Solar East","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00481","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1345",,"Peoples Colony No 1","Real World Works Ltd"
"Solar East","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00481","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1345",,"Peoples Colony No 1","WOMAD Music Ltd"
"Beloved","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00482","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan","Rashid Ahmed Din and Mohammed Aurangzaib Ali Khan",,"Temple Of Sound","Cai Murphy","127","1346",,"Peoples Colony No 1","Real World Works Ltd"
"Beloved","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00482","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan","Rashid Ahmed Din and Mohammed Aurangzaib Ali Khan",,"Temple Of Sound","Cai Murphy","127","1346",,"Peoples Colony No 1","WOMAD Music Ltd"
"Tears of Light","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00483","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1347",,"Peoples Colony No 1","Real World Works Ltd"
"Tears of Light","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00483","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1347",,"Peoples Colony No 1","WOMAD Music Ltd"
"Paradise of Nada","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00484","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1348",,"Peoples Colony No 1","Real World Works Ltd"
"Paradise of Nada","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00484","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1348",,"Peoples Colony No 1","WOMAD Music Ltd"
"Garden of Perfume","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00485","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan","Rashid Ahmed Din and Mohammed Aurangzaib Ali Khan",,"Temple Of Sound","Cai Murphy","127","1349",,"Peoples Colony No 1","Real World Works Ltd"
"Garden of Perfume","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00485","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan","Rashid Ahmed Din and Mohammed Aurangzaib Ali Khan",,"Temple Of Sound","Cai Murphy","127","1349",,"Peoples Colony No 1","WOMAD Music Ltd"
"People's Colony No. 1","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00486","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1350",,"Peoples Colony No 1","Real World Works Ltd"
"People's Colony No. 1","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00486","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1350",,"Peoples Colony No 1","WOMAD Music Ltd"
"The Palace at 4am","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00487","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1351",,"Peoples Colony No 1","Real World Works Ltd"
"The Palace at 4am","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00487","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1351",,"Peoples Colony No 1","WOMAD Music Ltd"
"Wheel of Heaven","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00488","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1352",,"Peoples Colony No 1","Real World Works Ltd"
"Wheel of Heaven","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00488","Neil Sparkes, Count Dubulah, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1352",,"Peoples Colony No 1","WOMAD Music Ltd"
"Love Moves the Sun","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00489","Neil Sparkes, Count Dubulah, Jah Wobble, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1353",,"Peoples Colony No 1","Real World Works Ltd"
"Love Moves the Sun","Temple of Sound & Rizwan-Muazzam Qawwali","Temple Of Sound",,"World Music","GB-CPA-00-00489","Neil Sparkes, Count Dubulah, Jah Wobble, Rizwan Ali Khan and Muazzam Ali Khan",,,"Temple Of Sound","Cai Murphy","127","1353",,"Peoples Colony No 1","WOMAD Music Ltd"
"Lagan","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00522","Simon Emmerson, James McNally, Iarla O'Lionaird and Martin Russell; string arrangement by James McNally and Martin Russell",,,"Simon Emmerson, James McNally and Martin... Russel","Martin Russell and Mass","129","338",,"Volume 3 : Further In Time","Real World Music Ltd"
"North","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00518","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Manu Dibango",,,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","129","1366",,"Volume 3 : Further In Time","Real World Music Ltd"
"North Part 2","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00519","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell",,,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","129","1367",,"Volume 3 : Further In Time","Real World Music Ltd"
"When You're Falling","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00520","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell","Iarla O'Lionaird, Simon Emmerson",,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","129","1368",,"Volume 3 : Further In Time","Real World Music Ltd"
"Colossus","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00523","Simon Emmerson, James McNally, Iarla O'Lionaird and Martin Russell",,,"Simon Emmerson, James McNally and Martin... Russel","Martin Russell and Mass","129","1369",,"Volume 3 : Further In Time","Real World Music Ltd"
"Shadowman","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00521","Written by Simon Emmerson, James McNally, Iarla &Oacute; Lionaird, Martin Russell and N?Faly Kouyate",,,"Simon Emmerson, James McNally and Martin... Russel","Martin Russell and Mass","129","1371",,"Volume 3 : Further In Time","Real World Music Ltd"
"Life Begin Again","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00524","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell & Mass",,,"Simon Emmerson, James McNally, Martin Russell, Mas","Martin Russell and Mass","129","1372",,"Volume 3 : Further In Time","Real World Music Ltd"
"Further In Time","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00525","Simon Emmerson, James McNally, Iarla O Lionaird Martin Russell, N?Faly Kouyate",,,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","129","1373",,"Volume 3 : Further In Time","Real World Music Ltd"
"Go On Through","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00526","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell and Heather Nova",,,"Simon Emmerson, James McNally and Martin... Russel","Martin Russell and Mass","129","1374",,"Volume 3 : Further In Time","Real World Music Ltd"
"Persistence Of Memory","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00527","Simon Emmerson, James McNally, Iarla O Lionaird, Martin Russell & Mass",,,"Simon Emmerson, James McNally and Martin Russell","Martin Russell and Mass","129","1375",,"Volume 3 : Further In Time","Real World Music Ltd"
"The Silken Whip","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00528","Simon Emmerson, James McNally, Iarla O'Lionaird, Martin Russell and Mass",,,"Simon Emmerson, James McNally and Martin... Russel","Martin Russell and Mass","129","1376",,"Volume 3 : Further In Time","Real World Music Ltd"
"Onwards","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-01-00529","Simon Emmerson, James McNally, larla O'Lionaird, Martin Russell and N?Faly Kouyate",,,"Simon Emmerson, James McNally and Martin... Russel","Martin Russell and Mass","129","1377",,"Volume 3 : Further In Time","Real World Music Ltd"
"Kuna Kunguni / The Bedbugs Bite","Zawose & Brook","Various Artists",,"World Music","GB-CPA-01-00569","written by Dr Hukwe Zawose, Michael Brook and Richard Evans",,,"Michael Brook, co-produced Richard Evans","Edel Griffith at Real World","130","133",,"Spirit of Africa","Real World Music Ltd"
"Kuna Kunguni / The Bedbugs Bite","Zawose & Brook","Various Artists",,"World Music","GB-CPA-01-00569","written by Dr Hukwe Zawose, Michael Brook and Richard Evans",,,"Michael Brook, co-produced Richard Evans","Edel Griffith at Real World","130","133",,"Spirit of Africa","WOMAD Music Ltd"
"Somali Udiida Ceb (Somalia, Don't Shame Yourself)","Maryam Mursal","Various Artists",,"World Music","GB-CPA-98-00097","Abdi Kader Hassan/Søren Kjær Jensen","Yusuf Aden",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","130","1102",,"Spirit of Africa","Real World Works Ltd"
"Aids The Devil (Sai Sai Sida)","Omar Pene & Super Dianomo de Dakar","Various Artists",,"World Music","GB-CPA-01-00558","Omar Pene",,,"Peter Walsh",,"130","1380",,"Spirit of Africa","WOMAD Music Ltd"
"Sima","Tama","Various Artists",,"World Music","GB-CPA-01-00560","Written by Assitan Mama Keita",,,"Sam Mills",,"130","1383",,"Spirit of Africa","Real World Works Ltd"
"10% (Spirit Mix)","Ayub Ogada","Various Artists",,"World Music","GB-CPA-01-00561","Written by Ayub Ogada and Zak Sikobe, arranged by Ayub Ogada",,,"Re-recorded &amp; produced by Richard Evans &amp;",,"130","1384",,"Spirit of Africa","WOMAD Music Ltd"
"Things With Socks (Mambo Kwa Soksi)","Remmy Ongala","Various Artists",,"World Music","GB-CPA-01-00563","Remmy Ongala",,,"Ben Findlay",,"130","1386",,"Spirit of Africa","WOMAD Music Ltd"
"Ay Sarwey Naz Neney Mun","Rizwan-Muazzam Qawwali","Rizwan-Muazzam Qawwali",,"World Music","GB-CPA-01-00532","Trad arr by Rizwan Mujahid Ali Khan and Muazzam Mujahid Ali Khan",,,"Stuart Bruce","Stuart Bruce and Marco Migliari","131","1392",,"A Better Destiny","WOMAD Music Ltd"
"Chishti Balam","Rizwan-Muazzam Qawwali","Rizwan-Muazzam Qawwali",,"World Music","GB-CPA-01-00533","Trad arr by Rizwan Mujahid Ali Khan and Muazzam Mujahid Ali Khan",,,"Stuart Bruce","Stuart Bruce and Marco Migliari","131","1393",,"A Better Destiny","WOMAD Music Ltd"
"Dil Walì Çal Karnì","Rizwan-Muazzam Qawwali","Rizwan-Muazzam Qawwali",,"World Music","GB-CPA-01-00534","Trad arr by Rizwan Mujahid Ali Khan and Muazzam Mujahid Ali Khan",,,"Stuart Bruce","Stuart Bruce and Marco Migliari","131","1394",,"A Better Destiny","WOMAD Music Ltd"
"Nara Ya Farid","Rizwan-Muazzam Qawwali","Rizwan-Muazzam Qawwali",,"World Music","GB-CPA-01-00535","Trad arr by Rizwan Mujahid Ali Khan and Muazzam Mujahid Ali Khan",,,"Stuart Bruce","Stuart Bruce and Marco Migliari","131","1395",,"A Better Destiny","WOMAD Music Ltd"
"Petey-Petey","Rizwan-Muazzam Qawwali","Rizwan-Muazzam Qawwali",,"World Music","GB-CPA-01-00536","Trad arr by Rizwan Mujahid Ali Khan and Muazzam Mujahid Ali Khan",,,"Stuart Bruce","Stuart Bruce and Marco Migliari","131","1396",,"A Better Destiny","WOMAD Music Ltd"
"Qalandar Shahen Shah","Rizwan-Muazzam Qawwali","Rizwan-Muazzam Qawwali",,"World Music","GB-CPA-01-00537","Trad arr by Rizwan Mujahid Ali Khan and Muazzam Mujahid Ali Khan",,,"Stuart Bruce","Stuart Bruce and Marco Migliari","131","1397",,"A Better Destiny","WOMAD Music Ltd"
"Mayey Nee Main Dhak Farid Dey Jana (Mother, I Have","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-01-00539","Ustad Nusrat Fateh Ali Khan ",,,"Nusrat Fateh Ali Khan","Shahzaad Ahmed","132","1398",,"Body and Soul","WOMAD Music Ltd"
"Mahya Pardest Hogiya (My Love Has Become A Strange","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-01-00540","Ustad Nusrat Fateh Ali Khan ",,,"Nusrat Fateh Ali Khan","Shahzaad Ahmed","132","1399",,"Body and Soul","WOMAD Music Ltd"
"Barsoon Kay Intizar Ka (Waiting For Years)","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-01-00541","Ustad Nusrat Fateh Ali Khan ",,,"Nusrat Fateh Ali Khan","Shahzaad Ahmed","132","1400",,"Body and Soul","WOMAD Music Ltd"
"Tasbeh Dei Ik Ik Dhaneh (Each And Every Rosary Bea","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-01-00542","Ustad Nusrat Fateh Ali Khan ",,,"Nusrat Fateh Ali Khan","Shahzaad Ahmed","132","1401",,"Body and Soul","WOMAD Music Ltd"
"Allah Hoo Allah Hoo","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00349",,,,,,"134","1403",,"Devotional Songs","WOMAD Music Ltd"
"Yaad-E-Nabi Gulshan Mehka","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00359",,,,,,"134","1404",,"Devotional Songs","WOMAD Music Ltd"
"Haq Ali Ali Haq","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00352",,,,,,"134","1405",,"Devotional Songs","WOMAD Music Ltd"
"Ali Maula Ali Maula Ali Dam Dam","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00348",,,,,,"134","1406",,"Devotional Songs","WOMAD Music Ltd"
"Mast Nazroon Se Allah Bachhae","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00353",,,,,,"134","1407",,"Devotional Songs","WOMAD Music Ltd"
"Woh Hata Rahe Hain Pardah","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00357",,,,,,"135","1409",,"Love Songs","WOMAD Music Ltd"
"Yeh Jo Halka Saroor Hae","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00360",,,,,,"135","1410",,"Love Songs","WOMAD Music Ltd"
"Biba Sada Dil Morr De","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00351",,,,,,"135","1411",,"Love Songs","WOMAD Music Ltd"
"Yaadan Vichhre Sajan Dian Aiyan","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00358",,,,,,"135","1412",,"Love Songs","WOMAD Music Ltd"
"Sanson Ki Mala Pey","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00355",,,,,,"135","1413",,"Love Songs","WOMAD Music Ltd"
"Timini","Fatala","Fatala",,"World Music","GB-CPA-00-00393","Traditional, arranged by Yacouba ?Bruno? Camara",,,,"David Bottrill","136","1415",,"Gongoma Times","WOMAD Music Ltd"
"Yêkêkê","Fatala","Fatala",,"World Music","GB-CPA-00-00394",,,,,,"136","1416",,"Gongoma Times","WOMAD Music Ltd"
"Maanê","Fatala","Fatala",,"World Music","GB-CPA-00-00395",,,,,,"136","1417",,"Gongoma Times","WOMAD Music Ltd"
"Gongoma Times","Fatala","Fatala",,"World Music","GB-CPA-00-00396","Traditional, arranged by Yacouba ?Bruno? Camara",,,,"David Bottrill","136","1418",,"Gongoma Times","WOMAD Music Ltd"
